kingdom	phylum	class	order_	family	v_kingdom	v_phylum	v_class	v_order	v_family	v_genus	kingdomkey	phylumkey	orderkey	classkey	familykey	scientificname	v_scientificname	publisher_rank	taxonrank	occ_count	n_dataset	n_publisher	datasetkeys
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae					Myrtaceae	myrcia	6	7707728	690	220	5014	Myrtaceae	Myrtaceae myrcia obtecta (berg) kiaersk.	SPECIES	FAMILY	147	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae					Plantae		Algae		Algae	Anacystis	6					Plantae	Anacystis cyanea F.E.Drouet & W.A.Daily	SPECIES	KINGDOM	147	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Cladina	5					Fungi	Cladina arbuscula	SPECIES	KINGDOM	147	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Cladonia	5					Fungi	Cladonia furcata	SPECIES	KINGDOM	144	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	poncianella	6	7707728	1370	220	5386	Fabaceae	Fabaceae poncianella bracteosa	SPECIES	FAMILY	142	1	1	c755bc4d-35da-4bf5-8026-53324410b17e
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Malpighiaceae					Malpighiaceae	diplopterys	6	7707728	1414	220	6676	Malpighiaceae	Malpighiaceae diplopterys pubipetala (a.juss.) w.r.anderson & c.cav.davis	SPECIES	FAMILY	142	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. caesalpinioideae (mimosoide)	Senegalia	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. caesalpinioideae (mimosoide) Senegalia bahiensis (Benth.) Seigler & Ebinger	SPECIES	FAMILY	142	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Athyriaceae					athyriaceae	Diplazium	6	7707728	392	7228684	4922264	Athyriaceae	athyriaceae Diplazium ambiguum Raddi	SPECIES	FAMILY	142	13	1	99944819-a402-4862-a07b-bcb3dd63b59b;9b511323-32c7-4d5e-8042-5356a08aa32b;5c9a924c-8d45-4452-8604-415a118578aa;2ad00feb-1283-40d4-8352-0e4055f31773;e7b96ed9-da1c-4eec-a481-281b1b319e48;f68d90e0-46dd-4ac4-acac-ade9d2645886;3cb7fc60-aa95-4556-b987-b7f6f593b9a1;339e9de5-ee9a-4718-8837-0bc5b4f933f5;9118eee0-42d2-4a27-9ae0-78d49d163a5b;7fde5656-64fd-4442-ae89-60becebc29a6;8766db9d-86a9-4db5-81ff-d3632826d5b9;a185d0c4-1a12-45c1-a729-2a7b058b528d;af6e6436-2507-43e7-b884-6838f655e14a
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Letharia	5					Fungi	Letharia vulpina	SPECIES	KINGDOM	141	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Cetraria	5					Fungi	Cetraria nivalis	SPECIES	KINGDOM	140	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Sphaeronychus	1	54	1470	216	7780	Chrysomelidae	Sphaeronychus fulvus	SPECIES	FAMILY	140	3	3	807bc380-f762-11e1-a439-00145eb45e9a;3e9817c1-8302-4955-87e3-a408db0ea379;ca0d1f8f-4ba5-4187-82ec-ed8a66745b67
Plantae	Rhodophyta	Rhodophyceae			Plantae		Rhodophyceae		Rhodophyceae inc. sed.	Polysiphonia	6	106		8029077		Rhodophyceae	Polysiphonia harveyi Bailey	SPECIES	CLASS	140	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae					Plantae		Algae		Algae	Microcoleus	6					Plantae	Microcoleus vaginatus (Vaucher) Gomont ex Gomont	SPECIES	KINGDOM	139	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	handroanthus	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae handroanthus serratifolius (vahl) s.o. grose	SPECIES	FAMILY	139	2	1	c0a459c6-2ae7-4890-a1e4-38e24e671269;339e9de5-ee9a-4718-8837-0bc5b4f933f5
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Stereocaulon	5					Fungi	Stereocaulon paschale	SPECIES	KINGDOM	139	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Orthimella	1	54	797	216	7015	Noctuidae	Orthimella fidelis	SPECIES	FAMILY	137	1	1	50c9509d-22c7-4a22-a47d-8c48425ef4a7
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Lecanora	5					Fungi	Lecanora subfusca	SPECIES	KINGDOM	137	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae				Pteridophyta					Pteridophyta	Pityrogramma	6				6027660	Pteridophyta	Pteridophyta Pityrogramma calomelanos (L.) Link	SPECIES	FAMILY	136	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae					Plantae		Algae		Algae	Tolypothrix	6					Plantae	Tolypothrix lanata (Desv.) Wartm.	SPECIES	KINGDOM	135	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae					Annonaceae	annona	6	7707728	718	220	9291	Annonaceae	Annonaceae annona rugulosa (schltdl.) h. rainer	SPECIES	FAMILY	133	4	1	5c9a924c-8d45-4452-8604-415a118578aa;cde44dc3-3b14-49d9-840b-5073d5284e9e;f68d90e0-46dd-4ac4-acac-ade9d2645886;4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae					Plantae		Algae		Algae	Calothrix	6					Plantae	Calothrix parietina (Nägeli) Thur.	SPECIES	KINGDOM	132	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. cercidoideae	Bauhinia	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. cercidoideae Bauhinia acuruana Moric.	SPECIES	FAMILY	132	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Animalia	Arthropoda		Sarcoptiformes	Winterschmidtiidae	Animalia	Arthropoda von Siebold, 1848	Arachnida Lamarck, 1801	Astigmata G. Canestrini, 1891	Winterschmidtiidae	Congovidia	1	54	542		2835	Winterschmidtiidae	Congovidia coccinellidarum Fain & al., 1995	SPECIES	FAMILY	131	1	1	8138eb72-f762-11e1-a439-00145eb45e9a
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Alectoria	5					Fungi	Alectoria sarmentosa	SPECIES	KINGDOM	131	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Animalia	Arthropoda	Insecta	Mantodea	Thespidae	Animalia	Arthropoda	Insecta	Mantodea	Thespidae	Bistanta	1	54	788	216	5923	Thespidae	Bistanta mexicana	SPECIES	FAMILY	130	1	1	50c9509d-22c7-4a22-a47d-8c48425ef4a7
Plantae	Rhodophyta	Rhodophyceae			Plantae		Rhodophyceae		Rhodophyceae inc. sed.	Gelidium	6	106		8029077		Rhodophyceae	Gelidium versicolor (S.G.Gmel.) Dixon	SPECIES	CLASS	130	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae					Myrtaceae	myrcia	6	7707728	690	220	5014	Myrtaceae	Myrtaceae myrcia neobrasiliensis a.r.lourenço & e.lucas	SPECIES	FAMILY	130	6	1	63b61a77-920b-4b08-9b31-1fa6f41587eb;e257fa65-598c-4f11-b03e-dfeba1191db8;e6694e54-1cd6-4527-a26e-387518ea550a;f5d836d5-cb15-4178-8f57-68ef1d6551e9;6cb1a437-f8a6-4bdc-a534-87cf2b710427;e169a84f-6726-4039-900c-2804591fcfdf
Plantae					Plantae		Algae		Algae	Lyngbya	6					Plantae	Lyngbya confervoides C.Agardh	SPECIES	KINGDOM	129	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Rhizocarpon	5					Fungi	Rhizocarpon geographicum	SPECIES	KINGDOM	129	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae					Euphorbiaceae	microstachys	6	7707728	1414	220	4691	Euphorbiaceae	Euphorbiaceae microstachys serrulata (mart. & zucc.) müll.arg.	SPECIES	FAMILY	126	5	1	9e54731f-ca52-4389-95cb-e4feedc7593e;6cb1a437-f8a6-4bdc-a534-87cf2b710427;a7f1d343-b5cd-4890-bd44-72dfd4b6afb7;a185d0c4-1a12-45c1-a729-2a7b058b528d;ebed4456-76d2-408c-8467-fd66be066521
Plantae					Plantae						6					Plantae	Populus alba	SPECIES	KINGDOM	125	1	1	271c444f-f8d8-4986-b748-e7367755c0c1
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	fridericia	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae fridericia florida (dc.) l.g. lohmann	SPECIES	FAMILY	125	5	1	25d9c44f-9a42-4292-85ca-c4118198d76c;803eb96c-4779-41e3-a511-fd124732774f;5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269;b4a9aba3-9d66-4bdd-8e4b-ab42b11e69fd
Plantae	Tracheophyta	Liliopsida	Poales	Eriocaulaceae					Eriocaulaceae	syngonanthus	6	7707728	1369	196	3741	Eriocaulaceae	Eriocaulaceae syngonanthus caulescens (poiret) ruhl.	SPECIES	FAMILY	124	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Dilleniales	Dilleniaceae					Dilleniaceae	davilla	6	7707728	947	220	2511	Dilleniaceae	Dilleniaceae davilla grandiflora A.St.-Hil. & Tul.	SPECIES	FAMILY	123	11	1	99944819-a402-4862-a07b-bcb3dd63b59b;803eb96c-4779-41e3-a511-fd124732774f;6cf2d179-0e25-49e1-af67-ff2571293c63;e7b96ed9-da1c-4eec-a481-281b1b319e48;9e54731f-ca52-4389-95cb-e4feedc7593e;339e9de5-ee9a-4718-8837-0bc5b4f933f5;f5d836d5-cb15-4178-8f57-68ef1d6551e9;9118eee0-42d2-4a27-9ae0-78d49d163a5b;c755bc4d-35da-4bf5-8026-53324410b17e;a185d0c4-1a12-45c1-a729-2a7b058b528d;143fd714-b939-4cf7-a078-acdde353a914
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Umbilicaria	5					Fungi	Umbilicaria vellea	SPECIES	KINGDOM	123	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae					Plantae		Algae		Algae	Phormidium	6					Plantae	Phormidium uncinatum (C.Agardh) Gomont	SPECIES	KINGDOM	123	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Malpighiaceae					Malpighiaceae	byrsonima	6	7707728	1414	220	6676	Malpighiaceae	Malpighiaceae byrsonima verbascifolia (L.) Rich. ex Juss.	SPECIES	FAMILY	122	4	1	5c9a924c-8d45-4452-8604-415a118578aa;f5d836d5-cb15-4178-8f57-68ef1d6551e9;9118eee0-42d2-4a27-9ae0-78d49d163a5b;143fd714-b939-4cf7-a078-acdde353a914
Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae					Nyctaginaceae	guapira	6	7707728	422	220	6718	Nyctaginaceae	Nyctaginaceae guapira graciliflora (mart. ex j.a.schmidt) lundell	SPECIES	FAMILY	121	2	1	1aedcdff-24f2-4925-8e55-23eeef236b0d;f5d836d5-cb15-4178-8f57-68ef1d6551e9
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Lecanora	5					Fungi	Lecanora cinerea	SPECIES	KINGDOM	120	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae					JUNGERMANNIACEAE	Chandonanthus	6	9	381	126	6136	Jungermanniaceae	Chandonanthus squarrosus (Hook.) Mitt. ex Schiffn.	SPECIES	FAMILY	120	1	1	83ae84cf-88e4-4b5c-80b2-271a15a3e0fc
Plantae				Pteridophyta					Pteridophyta	Polypodium	6				6027660	Pteridophyta	Pteridophyta Polypodium lepidopteris (Langsd. & Fisch.) Kunze	SPECIES	FAMILY	119	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Vitales	Vitaceae					Vitaceae	cissus	6	7707728	7222050	220	6672	Vitaceae	Vitaceae cissus erosa	SPECIES	FAMILY	119	3	1	02cb399f-3283-49fa-bce0-627c7f83083f;3cb7fc60-aa95-4556-b987-b7f6f593b9a1;a185d0c4-1a12-45c1-a729-2a7b058b528d
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Thamnolia	5					Fungi	Thamnolia vermicularis	SPECIES	KINGDOM	118	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae					Solanaceae	solanum	6	7707728	1176	220	7717	Solanaceae	Solanaceae solanum santae-katharinae dunal	SPECIES	FAMILY	118	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Rhodophyta	Rhodophyceae			Plantae		Rhodophyceae		Rhodophyceae inc. sed.	Polysiphonia	6	106		8029077		Rhodophyceae	Polysiphonia opaca (J.Agardh) Zanardini	SPECIES	CLASS	118	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae				Pteridophyta					Pteridophyta	Adiantum	6				6027660	Pteridophyta	Pteridophyta Adiantum cuneatum Langsd. & Fisch.	SPECIES	FAMILY	118	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Icacinales	Icacinaceae	Plantae	Magnoliophyta	Magnoliopsida	Icacinales	Icacinaceae	Raphiostylis	6	7707728	7223732	220	2513	Icacinaceae	Raphiostylis beninensis	SPECIES	FAMILY	117	5	2	69608318-64d6-4267-9bc3-ac1aa47866cd;c89babc3-4e67-4cdd-84e5-dd62f1193053;0ce9ca26-0e89-4f63-94fe-124d47a4451a;14df967d-1720-4be2-88be-5e9bbda53991;1d37d177-141a-4bcd-afdb-d5c80d326504
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	axonopus	6	7707728	1369	196	3073	Poaceae	Poaceae axonopus derbyanus black	SPECIES	FAMILY	115	1	1	14ef7ae8-1bab-4af7-915c-7c146b117c91
Plantae					Plantae		Algae		Algae	Nostoc	6					Plantae	Nostoc verrucosum Vaucher ex Bornet & Flahault	SPECIES	KINGDOM	115	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae					Sapindaceae	talisia	6	7707728	933	220	6657	Sapindaceae	Sapindaceae talisia esculenta (a.st.-hil.) radlk.	SPECIES	FAMILY	114	6	1	9e54731f-ca52-4389-95cb-e4feedc7593e;15e887a4-973c-4b84-b421-ca65584a4c75;f5d836d5-cb15-4178-8f57-68ef1d6551e9;c755bc4d-35da-4bf5-8026-53324410b17e;a7f1d343-b5cd-4890-bd44-72dfd4b6afb7;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Vitales	Vitaceae					Vitaceae	cissus	6	7707728	7222050	220	6672	Vitaceae	Vitaceae cissus verticillata	SPECIES	FAMILY	113	2	1	02cb399f-3283-49fa-bce0-627c7f83083f;3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae					Sapindaceae	dodonaea	6	7707728	933	220	6657	Sapindaceae	Sapindaceae dodonaea viscosa (l. f.) jacq.	SPECIES	FAMILY	113	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Chlorophyta	Chlorophyceae	Chaetophorales	Chaetophoraceae	Algae	Chlorophyta	Chlorophyceae	Chaetophorales	Chaetophoraceae	Chaetophora	6	36	1347	329	4679	Chaetophoraceae	Chaetophora incrassata Hazen	SPECIES	FAMILY	112	1	1	d415c253-4d61-4459-9d25-4015b9084fb0
Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae					Lauraceae	ocotea	6	7707728	407	220	6688	Lauraceae	Lauraceae ocotea porosa (nees & c. mart.) barroso	SPECIES	FAMILY	111	2	1	5c9a924c-8d45-4452-8604-415a118578aa;c755bc4d-35da-4bf5-8026-53324410b17e
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	critoniopsis	6	7707728	414	220	3065	Asteraceae	Asteraceae critoniopsis quinqueflora (less.) h. rob.	SPECIES	FAMILY	111	4	1	5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269;f68d90e0-46dd-4ac4-acac-ade9d2645886;3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Cladonia	5					Fungi	Cladonia fimbriata	SPECIES	KINGDOM	111	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Xanthosyne	5	95	1048	180	4828	Lecanoraceae	Xanthosyne granularis Lendemer & R.C.Harris	SPECIES	FAMILY	111	1	1	d415c253-4d61-4459-9d25-4015b9084fb0
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae					Euphorbiaceae	bernardia	6	7707728	1414	220	4691	Euphorbiaceae	Euphorbiaceae bernardia pulchella (baill.) muell. arg.	SPECIES	FAMILY	110	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. cercidoideae	Bauhinia	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. cercidoideae Bauhinia pulchella Benth.	SPECIES	FAMILY	110	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae				Pteridophyta					Pteridophyta	Cyathea	6				6027660	Pteridophyta	Pteridophyta Cyathea delgadii Sternb.	SPECIES	FAMILY	109	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae					Plantae		Algae		Algae	Rivularia	6					Plantae	Rivularia atra Roth ex Bornet & Flahault	SPECIES	KINGDOM	109	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae					Myrtaceae	myrcia	6	7707728	690	220	5014	Myrtaceae	Myrtaceae myrcia multipunctata mazine	SPECIES	FAMILY	109	5	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a;e7b96ed9-da1c-4eec-a481-281b1b319e48;e6694e54-1cd6-4527-a26e-387518ea550a;f5d836d5-cb15-4178-8f57-68ef1d6551e9;6cb1a437-f8a6-4bdc-a534-87cf2b710427
Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Eurographe	1	54	797	216	7015	Noctuidae	Eurographe sigma (Denis & Schiffermüller, 1775)	SPECIES	FAMILY	108	1	1	f3130a8a-4508-42b4-9737-fbda77748438
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. caesalpinioideae (mimosoide)	Calliandra	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. caesalpinioideae (mimosoide) Calliandra dysantha Benth.	SPECIES	FAMILY	108	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. cercidoideae	Bauhinia	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. cercidoideae Bauhinia cheilantha (Bong.) Steud.	SPECIES	FAMILY	108	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Magnoliopsida	Malvales	Thymelaeaceae					Thymelaeaceae	daphnopsis	6	7707728	941	220	2428	Thymelaeaceae	Thymelaeaceae daphnopsis fasciculata (meisn.) nevl.	SPECIES	FAMILY	108	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Plantae				Poaceae		6	7707728	1369	196	3073	Poaceae	Actophila fulva	SPECIES	FAMILY	107	1	1	0eacbbfa-45b9-41dc-b7e3-1f0773ce1477
Plantae					Plantae		Cyanophyceae	Nostocales	Rivulariaceae	Gloeotrichia	6					Plantae	Gloeotrichia pisum Thur. ex Bornet & Flahault	SPECIES	KINGDOM	107	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Pseudephebe	5					Fungi	Pseudephebe pubescens	SPECIES	KINGDOM	107	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Platismatia	5					Fungi	Platismatia glauca	SPECIES	KINGDOM	107	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae					Solanaceae	solanum	6	7707728	1176	220	7717	Solanaceae	Solanaceae solanum guaraniticum st. hil.	SPECIES	FAMILY	107	2	1	5c9a924c-8d45-4452-8604-415a118578aa;8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae					Plantae		Algae		Algae	Sphacelaria	6					Plantae	Sphacelaria radicans (Dillwyn) J.Agardh	SPECIES	KINGDOM	106	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae				Pteridophyta					Pteridophyta	Pteris	6				6027660	Pteridophyta	Pteridophyta Pteris brasiliensis Raddi	SPECIES	FAMILY	106	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae					Polypodiaceae	campyloneurum	6	7707728	392	7228684	2368	Polypodiaceae	Polypodiaceae campyloneurum atlanticum r.c.moran & labiak	SPECIES	FAMILY	106	2	1	e7b96ed9-da1c-4eec-a481-281b1b319e48;339e9de5-ee9a-4718-8837-0bc5b4f933f5
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Lomariopsidaceae	Plantae	PTERIDOPHYTA	Pteropsida	Filicales	Lomariopsidaceae	Elaphoglossum	6	7707728	392	7228684	3229422	Lomariopsidaceae	Elaphoglossum foeniculaceum	SPECIES	FAMILY	106	1	1	3717f916-d983-4a81-bb13-5f91200871a6
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. caesalpinioideae (mimosoide)	Albizia	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. caesalpinioideae (mimosoide) Albizia polycephala (Benth.) Killip ex Record	SPECIES	FAMILY	106	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	chamaecrista	6	7707728	1370	220	5386	Fabaceae	Fabaceae chamaecrista blanchetii (benth.) conc., l.p.queiroz & g.p.lewis	SPECIES	FAMILY	106	3	1	9e54731f-ca52-4389-95cb-e4feedc7593e;f5d836d5-cb15-4178-8f57-68ef1d6551e9;a185d0c4-1a12-45c1-a729-2a7b058b528d
Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Austroscaeva	1	54	811	216	6920	Syrphidae	Austroscaeva melanostoma (Macquart 1842)	SPECIES	FAMILY	105	1	1	e9fcfa2b-72cd-4826-a7e5-c33cd37bf00e
Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae					Convolvulaceae	distimake	6	7707728	1176	220	2389	Convolvulaceae	Convolvulaceae distimake macrocalyx (ruiz & pav.) a.r.simões & staples	SPECIES	FAMILY	104	5	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a;4012b76b-7f81-4bd9-b887-6fd3e6a5588c;1aedcdff-24f2-4925-8e55-23eeef236b0d;f5d836d5-cb15-4178-8f57-68ef1d6551e9;143fd714-b939-4cf7-a078-acdde353a914
Plantae					Plantae		Algae		Algae	Rivularia	6					Plantae	Rivularia haematites (DC.) C.Agardh	SPECIES	KINGDOM	104	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Rhodophyta	Rhodophyceae			Plantae		Rhodophyceae		Rhodophyceae inc. sed.	Phyllophora	6	106		8029077		Rhodophyceae	Phyllophora antarctica A.Gepp & E.Gepp	SPECIES	CLASS	104	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae					Rosaceae	prunus	6	7707728	691	220	5015	Rosaceae	Rosaceae prunus brasiliensis (cham. & schltdl.) dietrich	SPECIES	FAMILY	103	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Cladonia	5					Fungi	Cladonia cariosa	SPECIES	KINGDOM	102	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae					Solanaceae	calibrachoa	6	7707728	1176	220	7717	Solanaceae	Solanaceae calibrachoa excellens (r.e. fr.) wijsman	SPECIES	FAMILY	102	1	1	4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	vernonanthura	6	7707728	414	220	3065	Asteraceae	Asteraceae vernonanthura rubriramea	SPECIES	FAMILY	102	1	1	df815212-bca8-45c8-b006-ba7bded25217
Plantae					Plantae		Algae		Algae	Anabaena	6					Plantae	Anabaena oscillarioides Bory	SPECIES	KINGDOM	102	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Cladonia	5					Fungi	Cladonia bacillaris	SPECIES	KINGDOM	101	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Ganglionus	1	54	1470	216	4239	Curculionidae	Ganglionus undulatus	SPECIES	FAMILY	101	1	1	750b7bfc-3577-4b26-8aaf-3e4be9f0d639
Plantae					Plantae		Algae		Algae	Calothrix	6					Plantae	Calothrix confervicola (Dillwyn) J.Agardh	SPECIES	KINGDOM	101	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae				Pteridophyta					Pteridophyta	Microgramma	6				6027660	Pteridophyta	Pteridophyta Microgramma percussa (Cav.) de la Sota	SPECIES	FAMILY	101	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
